,REF_DATE,Admissions,Correctional_services,Corrections,Geography,Population,Youth_corrections_per_1000_population
285,2006,Youth admissions,Custody and supervision (secure),182.0,Alberta,3396802,0.053579808302044105
286,2006,Youth admissions,Open custody,75.0,Alberta,3396802,0.022079591333259933
287,2006,Youth admissions,Custody and supervision (open),75.0,Alberta,3396802,0.022079591333259933
288,2006,Youth admissions,Community Portion of Custody Supervision,467.0,Alberta,3396802,0.13748225536843184
289,2006,Youth admissions,Intensive support and supervision,19.0,Alberta,3396802,0.005593496471092516
290,2006,Youth admissions,Deferred custody and supervision,206.0,Alberta,3396802,0.06064527752868728
291,2006,Youth admissions,Supervised probation,1874.0,Alberta,3396802,0.5516953887803882
292,2006,Youth admissions,Other community sentences,1562.0,Alberta,3396802,0.45984428883402684
293,2006,Youth admissions,Pre-trial detention,1199.0,British Columbia,4227986,0.283586558706675
294,2006,Youth admissions,Secure custody,223.0,British Columbia,4227986,0.052743788650198936
295,2006,Youth admissions,Custody and supervision (secure),223.0,British Columbia,4227986,0.052743788650198936
296,2006,Youth admissions,Young Offenders Act (YOA) (secure),0.0,British Columbia,4227986,0.0
297,2006,Youth admissions,Open custody,207.0,British Columbia,4227986,0.048959480944355066
298,2006,Youth admissions,Custody and supervision (open),207.0,British Columbia,4227986,0.048959480944355066
299,2006,Youth admissions,Supervised probation,1405.0,British Columbia,4227986,0.33230952041941486
300,2006,Youth admissions,Other community sentences,2257.0,British Columbia,4227986,0.5338239057556008
301,2007,Youth admissions,Pre-trial detention,8789.0,Ontario,12726728,0.6905938431307717
302,2007,Youth admissions,Secure custody,696.0,Ontario,12726728,0.05468805493446548
303,2007,Youth admissions,Custody and supervision (secure),693.0,Ontario,12726728,0.054452330559747956
304,2007,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Ontario,12726728,0.0
305,2007,Youth admissions,Open custody,795.0,Ontario,12726728,0.062466959300143766
306,2007,Youth admissions,Custody and supervision (open),795.0,Ontario,12726728,0.062466959300143766
307,2007,Youth admissions,Young Offenders Act (YOA) (open),0.0,Ontario,12726728,0.0
308,2007,Youth admissions,Community Portion of Custody Supervision,1467.0,Ontario,12726728,0.11526921923686906
309,2007,Youth admissions,Intensive support and supervision,16.0,Ontario,12726728,0.001257196665160126
310,2007,Youth admissions,Deferred custody and supervision,505.0,Ontario,12726728,0.039680269744116474
311,2007,Youth admissions,Supervised probation,7151.0,Ontario,12726728,0.5618883345350039
312,2007,Youth admissions,Other community sentences,1626.0,Ontario,12726728,0.12776261109689782
313,2007,Youth admissions,Pre-trial detention,1888.0,Manitoba,1186430,1.5913286076717548
314,2007,Youth admissions,Provincial director remand,204.0,Manitoba,1186430,0.1719444046424989
315,2007,Youth admissions,Secure custody,96.0,Manitoba,1186430,0.08091501394941125
316,2007,Youth admissions,Custody and supervision (secure),93.0,Manitoba,1186430,0.07838641976349216
317,2007,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Manitoba,1186430,0.0
318,2007,Youth admissions,Open custody,219.0,Manitoba,1186430,0.18458737557209445
319,2007,Youth admissions,Custody and supervision (open),219.0,Manitoba,1186430,0.18458737557209445
320,2007,Youth admissions,Young Offenders Act (YOA) (open),0.0,Manitoba,1186430,0.0
321,2007,Youth admissions,Community Portion of Custody Supervision,266.0,Manitoba,1186430,0.22420201781816038
322,2007,Youth admissions,Deferred custody and supervision,171.0,Manitoba,1186430,0.14412986859738883
323,2007,Youth admissions,Supervised probation,983.0,Manitoba,1186430,0.8285360282528257
324,2007,Youth admissions,Other community sentences,775.0,Manitoba,1186430,0.653220164695768
325,2007,Youth admissions,Secure custody,115.0,Saskatchewan,997550,0.115282441982858
326,2007,Youth admissions,Custody and supervision (secure),115.0,Saskatchewan,997550,0.115282441982858
327,2007,Youth admissions,Open custody,190.0,Saskatchewan,997550,0.19046664327602625
328,2007,Youth admissions,Custody and supervision (open),190.0,Saskatchewan,997550,0.19046664327602625
329,2007,Youth admissions,Community Portion of Custody Supervision,137.0,Saskatchewan,997550,0.13733647436218735
330,2007,Youth admissions,Deferred custody and supervision,220.0,Saskatchewan,997550,0.22054032379329358
331,2007,Youth admissions,Supervised probation,1440.0,Saskatchewan,997550,1.4435366648288308
332,2007,Youth admissions,Pre-trial detention,1996.0,Alberta,3490842,0.57178182226523
333,2007,Youth admissions,Secure custody,202.0,Alberta,3490842,0.05786569543966757
334,2007,Youth admissions,Custody and supervision (secure),202.0,Alberta,3490842,0.05786569543966757
335,2007,Youth admissions,Open custody,51.0,Alberta,3490842,0.014609655779322009
336,2007,Youth admissions,Custody and supervision (open),51.0,Alberta,3490842,0.014609655779322009
337,2007,Youth admissions,Community Portion of Custody Supervision,414.0,Alberta,3490842,0.11859602926743748
338,2007,Youth admissions,Intensive support and supervision,19.0,Alberta,3490842,0.005442812937394474
339,2007,Youth admissions,Deferred custody and supervision,229.0,Alberta,3490842,0.06560021908754392
340,2007,Youth admissions,Supervised probation,1889.0,Alberta,3490842,0.5411301915125348
341,2007,Youth admissions,Other community sentences,1885.0,Alberta,3490842,0.5399843361572938
342,2007,Youth admissions,Pre-trial detention,1204.0,British Columbia,4276743,0.2815226446854534
343,2007,Youth admissions,Provincial director remand,126.0,British Columbia,4276743,0.02946167211824512
344,2007,Youth admissions,Secure custody,113.0,British Columbia,4276743,0.026421975788584913
345,2007,Youth admissions,Custody and supervision (secure),111.0,British Columbia,4276743,0.02595433019940642
346,2007,Youth admissions,Young Offenders Act (YOA) (secure),1.0,British Columbia,4276743,0.000233822794589247
347,2007,Youth admissions,Open custody,258.0,British Columbia,4276743,0.06032628100402573
348,2007,Youth admissions,Custody and supervision (open),258.0,British Columbia,4276743,0.06032628100402573
349,2007,Youth admissions,Community Portion of Custody Supervision,321.0,British Columbia,4276743,0.07505711706314828
350,2007,Youth admissions,Intensive support and supervision,320.0,British Columbia,4276743,0.07482329426855903
351,2007,Youth admissions,Deferred custody and supervision,213.0,British Columbia,4276743,0.04980425524750961
352,2007,Youth admissions,Supervised probation,1587.0,British Columbia,4276743,0.371076775013135
353,2007,Youth admissions,Other community sentences,3454.0,British Columbia,4276743,0.8076239325112591
354,2008,Youth admissions,Pre-trial detention,8157.0,Ontario,12840272,0.6352669164640748
355,2008,Youth admissions,Secure custody,611.0,Ontario,12840272,0.04758466175794407
356,2008,Youth admissions,Custody and supervision (secure),610.0,Ontario,12840272,0.047506781787800136
357,2008,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Ontario,12840272,0.0
358,2008,Youth admissions,Open custody,701.0,Ontario,12840272,0.05459385907089819
359,2008,Youth admissions,Custody and supervision (open),701.0,Ontario,12840272,0.05459385907089819
360,2008,Youth admissions,Young Offenders Act (YOA) (open),0.0,Ontario,12840272,0.0
361,2008,Youth admissions,Community Portion of Custody Supervision,1241.0,Ontario,12840272,0.09664904294862289
362,2008,Youth admissions,Intensive support and supervision,15.0,Ontario,12840272,0.0011681995521590197
363,2008,Youth admissions,Deferred custody and supervision,530.0,Ontario,12840272,0.04127638417628536
364,2008,Youth admissions,Supervised probation,7067.0,Ontario,12840272,0.5503777490071862
365,2008,Youth admissions,Other community sentences,1337.0,Ontario,12840272,0.10412552008244062
366,2008,Youth admissions,Pre-trial detention,1831.0,Manitoba,1194662,1.5326510762039807
367,2008,Youth admissions,Provincial director remand,182.0,Manitoba,1194662,0.15234434509509803
368,2008,Youth admissions,Secure custody,136.0,Manitoba,1194662,0.11383973040073259
369,2008,Youth admissions,Custody and supervision (secure),131.0,Manitoba,1194662,0.10965444619482331
370,2008,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Manitoba,1194662,0.0
371,2008,Youth admissions,Open custody,202.0,Manitoba,1194662,0.16908548191873518
372,2008,Youth admissions,Custody and supervision (open),198.0,Manitoba,1194662,0.16573725455400776
373,2008,Youth admissions,Young Offenders Act (YOA) (open),0.0,Manitoba,1194662,0.0
374,2008,Youth admissions,Community Portion of Custody Supervision,259.0,Manitoba,1194662,0.21679772186610105
375,2008,Youth admissions,Deferred custody and supervision,170.0,Manitoba,1194662,0.14229966300091576
376,2008,Youth admissions,Supervised probation,1032.0,Manitoba,1194662,0.8638426600996767
377,2008,Youth admissions,Other community sentences,805.0,Manitoba,1194662,0.6738307571513951
378,2008,Youth admissions,Secure custody,169.0,Saskatchewan,1013478,0.16675250967460564
379,2008,Youth admissions,Custody and supervision (secure),169.0,Saskatchewan,1013478,0.16675250967460564
380,2008,Youth admissions,Open custody,229.0,Saskatchewan,1013478,0.22595458411529407
381,2008,Youth admissions,Custody and supervision (open),229.0,Saskatchewan,1013478,0.22595458411529407
382,2008,Youth admissions,Community Portion of Custody Supervision,176.0,Saskatchewan,1013478,0.17365941835935264
383,2008,Youth admissions,Deferred custody and supervision,188.0,Saskatchewan,1013478,0.1854998332474903
384,2008,Youth admissions,Supervised probation,1328.0,Saskatchewan,1013478,1.31033924762057
385,2008,Youth admissions,Pre-trial detention,1977.0,Alberta,3567458,0.5541761108329797
386,2008,Youth admissions,Secure custody,194.0,Alberta,3567458,0.0543804580180061
387,2008,Youth admissions,Custody and supervision (secure),194.0,Alberta,3567458,0.0543804580180061
388,2008,Youth admissions,Open custody,56.0,Alberta,3567458,0.01569745179901207
389,2008,Youth admissions,Custody and supervision (open),56.0,Alberta,3567458,0.01569745179901207
390,2008,Youth admissions,Community Portion of Custody Supervision,440.0,Alberta,3567458,0.12333712127795199
391,2008,Youth admissions,Intensive support and supervision,39.0,Alberta,3567458,0.010932153931454833
392,2008,Youth admissions,Deferred custody and supervision,208.0,Alberta,3567458,0.058304820967759116
393,2008,Youth admissions,Supervised probation,1865.0,Alberta,3567458,0.5227812072349555
394,2008,Youth admissions,Other community sentences,1936.0,Alberta,3567458,0.5426833336229887
395,2008,Youth admissions,Pre-trial detention,1167.0,British Columbia,4331699,0.26940930106177735
396,2008,Youth admissions,Provincial director remand,139.0,British Columbia,4331699,0.032089025576338526
397,2008,Youth admissions,Secure custody,92.0,British Columbia,4331699,0.021238779518152114
398,2008,Youth admissions,Custody and supervision (secure),90.0,British Columbia,4331699,0.020777066919931416
399,2008,Youth admissions,Young Offenders Act (YOA) (secure),1.0,British Columbia,4331699,0.00023085629911034908
400,2008,Youth admissions,Open custody,233.0,British Columbia,4331699,0.053789517692711335
401,2008,Youth admissions,Custody and supervision (open),233.0,British Columbia,4331699,0.053789517692711335
402,2008,Youth admissions,Community Portion of Custody Supervision,287.0,British Columbia,4331699,0.0662557578446702
403,2008,Youth admissions,Intensive support and supervision,353.0,British Columbia,4331699,0.08149227358595322
404,2008,Youth admissions,Deferred custody and supervision,184.0,British Columbia,4331699,0.04247755903630423
405,2008,Youth admissions,Supervised probation,1432.0,British Columbia,4331699,0.33058622032601986
406,2008,Youth admissions,Other community sentences,3448.0,British Columbia,4331699,0.7959925193324836
407,2009,Youth admissions,Pre-trial detention,7513.0,Ontario,12956332,0.5798709079081951
408,2009,Youth admissions,Secure custody,596.0,Ontario,12956332,0.04600067364744899
409,2009,Youth admissions,Custody and supervision (secure),594.0,Ontario,12956332,0.045846308970779695
410,2009,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Ontario,12956332,0.0
411,2009,Youth admissions,Open custody,718.0,Ontario,12956332,0.05541691892427579
412,2009,Youth admissions,Custody and supervision (open),718.0,Ontario,12956332,0.05541691892427579
413,2009,Youth admissions,Young Offenders Act (YOA) (open),0.0,Ontario,12956332,0.0
414,2009,Youth admissions,Community Portion of Custody Supervision,1295.0,Ontario,12956332,0.0999511281433665
415,2009,Youth admissions,Intensive support and supervision,15.0,Ontario,12956332,0.0011577350750196893
416,2009,Youth admissions,Deferred custody and supervision,578.0,Ontario,12956332,0.044611391557425356
417,2009,Youth admissions,Supervised probation,6448.0,Ontario,12956332,0.497671717581797
418,2009,Youth admissions,Other community sentences,1281.0,Ontario,12956332,0.09887057540668145
419,2009,Youth admissions,Pre-trial detention,2028.0,Manitoba,1204014,1.6843657964110053
420,2009,Youth admissions,Provincial director remand,175.0,Manitoba,1204014,0.1453471471261962
421,2009,Youth admissions,Secure custody,124.0,Manitoba,1204014,0.10298883567799046
422,2009,Youth admissions,Custody and supervision (secure),119.0,Manitoba,1204014,0.09883606004581341
423,2009,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Manitoba,1204014,0.0
424,2009,Youth admissions,Open custody,163.0,Manitoba,1204014,0.1353804856089713
425,2009,Youth admissions,Custody and supervision (open),158.0,Manitoba,1204014,0.1312277099767943
426,2009,Youth admissions,Young Offenders Act (YOA) (open),0.0,Manitoba,1204014,0.0
427,2009,Youth admissions,Community Portion of Custody Supervision,287.0,Manitoba,1204014,0.23836932128696178
428,2009,Youth admissions,Deferred custody and supervision,154.0,Manitoba,1204014,0.12790548947105265
429,2009,Youth admissions,Supervised probation,1031.0,Manitoba,1204014,0.8563023353549045
430,2009,Youth admissions,Other community sentences,963.0,Manitoba,1204014,0.7998245867572968
431,2009,Youth admissions,Pre-trial detention,1947.0,Alberta,3659228,0.5320794440794615
432,2009,Youth admissions,Secure custody,203.0,Alberta,3659228,0.05547618240787401
433,2009,Youth admissions,Custody and supervision (secure),203.0,Alberta,3659228,0.05547618240787401
434,2009,Youth admissions,Open custody,73.0,Alberta,3659228,0.01994956313189558
435,2009,Youth admissions,Custody and supervision (open),73.0,Alberta,3659228,0.01994956313189558
436,2009,Youth admissions,Community Portion of Custody Supervision,390.0,Alberta,3659228,0.1065798578279353
437,2009,Youth admissions,Intensive support and supervision,41.0,Alberta,3659228,0.01120454915627012
438,2009,Youth admissions,Deferred custody and supervision,247.0,Alberta,3659228,0.06750057662435902
439,2009,Youth admissions,Supervised probation,1755.0,Alberta,3659228,0.4796093602257088
440,2009,Youth admissions,Other community sentences,2229.0,Alberta,3659228,0.6091448797396609
441,2009,Youth admissions,Pre-trial detention,1292.0,British Columbia,4395190,0.29395771286338024
442,2009,Youth admissions,Provincial director remand,157.0,British Columbia,4395190,0.03572086758479156
443,2009,Youth admissions,Secure custody,122.0,British Columbia,4395190,0.02775761684932847
444,2009,Youth admissions,Custody and supervision (secure),122.0,British Columbia,4395190,0.02775761684932847
445,2009,Youth admissions,Young Offenders Act (YOA) (secure),0.0,British Columbia,4395190,0.0
446,2009,Youth admissions,Open custody,296.0,British Columbia,4395190,0.06734634907705923
447,2009,Youth admissions,Custody and supervision (open),296.0,British Columbia,4395190,0.06734634907705923
448,2009,Youth admissions,Community Portion of Custody Supervision,330.0,British Columbia,4395190,0.07508207836293766
449,2009,Youth admissions,Intensive support and supervision,337.0,British Columbia,4395190,0.0766747285100303
450,2009,Youth admissions,Deferred custody and supervision,238.0,British Columbia,4395190,0.05415010500114899
451,2009,Youth admissions,Supervised probation,1300.0,British Columbia,4395190,0.2957778844600575
452,2009,Youth admissions,Other community sentences,3457.0,British Columbia,4395190,0.7865416512141682
453,2010,Youth admissions,Pre-trial detention,6539.0,Ontario,13088106,0.49961392427598006
454,2010,Youth admissions,Secure custody,536.0,Ontario,13088106,0.040953213551296115
455,2010,Youth admissions,Custody and supervision (secure),535.0,Ontario,13088106,0.04087680830213325
456,2010,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Ontario,13088106,0.0
457,2010,Youth admissions,Open custody,674.0,Ontario,13088106,0.05149713793577161
458,2010,Youth admissions,Custody and supervision (open),674.0,Ontario,13088106,0.05149713793577161
459,2010,Youth admissions,Young Offenders Act (YOA) (open),0.0,Ontario,13088106,0.0
460,2010,Youth admissions,Community Portion of Custody Supervision,1176.0,Ontario,13088106,0.08985257301553028
461,2010,Youth admissions,Intensive support and supervision,18.0,Ontario,13088106,0.001375294484931586
462,2010,Youth admissions,Deferred custody and supervision,499.0,Ontario,13088106,0.03812621933227008
463,2010,Youth admissions,Supervised probation,5574.0,Ontario,13088106,0.42588285883381444
464,2010,Youth admissions,Other community sentences,723.0,Ontario,13088106,0.05524099514475204
465,2010,Youth admissions,Pre-trial detention,2003.0,Manitoba,1216610,1.646378050484543
466,2010,Youth admissions,Provincial director remand,173.0,Manitoba,1216610,0.14219840376127107
467,2010,Youth admissions,Secure custody,133.0,Manitoba,1216610,0.10932016011704655
468,2010,Youth admissions,Custody and supervision (secure),128.0,Manitoba,1216610,0.10521037966151849
469,2010,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Manitoba,1216610,0.0
470,2010,Youth admissions,Open custody,158.0,Manitoba,1216610,0.12986906239468687
471,2010,Youth admissions,Custody and supervision (open),155.0,Manitoba,1216610,0.12740319412137005
472,2010,Youth admissions,Young Offenders Act (YOA) (open),0.0,Manitoba,1216610,0.0
473,2010,Youth admissions,Community Portion of Custody Supervision,241.0,Manitoba,1216610,0.19809141795645277
474,2010,Youth admissions,Deferred custody and supervision,155.0,Manitoba,1216610,0.12740319412137005
475,2010,Youth admissions,Supervised probation,1024.0,Manitoba,1216610,0.8416830372921479
476,2010,Youth admissions,Other community sentences,918.0,Manitoba,1216610,0.7545556916349528
477,2010,Youth admissions,Pre-trial detention,1910.0,Alberta,3714974,0.5141354959684779
478,2010,Youth admissions,Secure custody,216.0,Alberta,3714974,0.05814307179538807
479,2010,Youth admissions,Custody and supervision (secure),216.0,Alberta,3714974,0.05814307179538807
480,2010,Youth admissions,Open custody,70.0,Alberta,3714974,0.0188426621559128
481,2010,Youth admissions,Custody and supervision (open),70.0,Alberta,3714974,0.0188426621559128
482,2010,Youth admissions,Community Portion of Custody Supervision,431.0,Alberta,3714974,0.11601696270283453
483,2010,Youth admissions,Intensive support and supervision,25.0,Alberta,3714974,0.006729522198540286
484,2010,Youth admissions,Deferred custody and supervision,255.0,Alberta,3714974,0.06864112642511092
485,2010,Youth admissions,Supervised probation,1545.0,Alberta,3714974,0.41588447186978966
486,2010,Youth admissions,Other community sentences,2004.0,Alberta,3714974,0.5394384994349893
487,2010,Youth admissions,Pre-trial detention,1135.0,British Columbia,4453744,0.25484176908237205
488,2010,Youth admissions,Provincial director remand,163.0,British Columbia,4453744,0.03659842146293096
489,2010,Youth admissions,Secure custody,89.0,British Columbia,4453744,0.019983187179146353
490,2010,Youth admissions,Custody and supervision (secure),87.0,British Columbia,4453744,0.01953412679309812
491,2010,Youth admissions,Young Offenders Act (YOA) (secure),2.0,British Columbia,4453744,0.0004490603860482327
492,2010,Youth admissions,Open custody,276.0,British Columbia,4453744,0.06197033327465611
493,2010,Youth admissions,Custody and supervision (open),276.0,British Columbia,4453744,0.06197033327465611
494,2010,Youth admissions,Community Portion of Custody Supervision,292.0,British Columbia,4453744,0.06556281636304197
495,2010,Youth admissions,Intensive support and supervision,315.0,British Columbia,4453744,0.07072701080259665
496,2010,Youth admissions,Deferred custody and supervision,251.0,British Columbia,4453744,0.056357078449053195
497,2010,Youth admissions,Supervised probation,1193.0,British Columbia,4453744,0.26786452027777075
498,2010,Youth admissions,Other community sentences,3216.0,British Columbia,4453744,0.7220891007655581
499,2011,Youth admissions,Pre-trial detention,5723.0,Ontario,13221999,0.4328392401179277
500,2011,Youth admissions,Secure custody,505.0,Ontario,13221999,0.038193922114197705
501,2011,Youth admissions,Custody and supervision (secure),503.0,Ontario,13221999,0.0380426590563197
502,2011,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Ontario,13221999,0.0
503,2011,Youth admissions,Open custody,612.0,Ontario,13221999,0.04628649571067128
504,2011,Youth admissions,Custody and supervision (open),612.0,Ontario,13221999,0.04628649571067128
505,2011,Youth admissions,Young Offenders Act (YOA) (open),0.0,Ontario,13221999,0.0
506,2011,Youth admissions,Community Portion of Custody Supervision,1071.0,Ontario,13221999,0.08100136749367476
507,2011,Youth admissions,Intensive support and supervision,14.0,Ontario,13221999,0.0010588414051460751
508,2011,Youth admissions,Deferred custody and supervision,425.0,Ontario,13221999,0.03214339979907728
509,2011,Youth admissions,Supervised probation,5090.0,Ontario,13221999,0.3849644822995373
510,2011,Youth admissions,Other community sentences,518.0,Ontario,13221999,0.039177131990404776
511,2011,Youth admissions,Pre-trial detention,2317.0,Manitoba,1229063,1.8851759429744448
512,2011,Youth admissions,Provincial director remand,199.0,Manitoba,1229063,0.16191196057484442
513,2011,Youth admissions,Secure custody,174.0,Manitoba,1229063,0.14157126201016546
514,2011,Youth admissions,Custody and supervision (secure),163.0,Manitoba,1229063,0.13262135464170674
515,2011,Youth admissions,Young Offenders Act (YOA) (secure),0.0,Manitoba,1229063,0.0
516,2011,Youth admissions,Open custody,205.0,Manitoba,1229063,0.16679372823036737
517,2011,Youth admissions,Custody and supervision (open),204.0,Manitoba,1229063,0.1659801002877802
518,2011,Youth admissions,Young Offenders Act (YOA) (open),0.0,Manitoba,1229063,0.0
519,2011,Youth admissions,Community Portion of Custody Supervision,331.0,Manitoba,1229063,0.2693108489963493
520,2011,Youth admissions,Deferred custody and supervision,145.0,Manitoba,1229063,0.11797605167513789
521,2011,Youth admissions,Supervised probation,1000.0,Manitoba,1229063,0.8136279425871579
522,2011,Youth admissions,Other community sentences,991.0,Manitoba,1229063,0.8063052911038734
523,2011,Youth admissions,Pre-trial detention,2001.0,Alberta,3768773,0.5309420333885856
524,2011,Youth admissions,Secure custody,197.0,Alberta,3768773,0.05227165446154491
525,2011,Youth admissions,Custody and supervision (secure),197.0,Alberta,3768773,0.05227165446154491
526,2011,Youth admissions,Open custody,75.0,Alberta,3768773,0.01990037606403994
527,2011,Youth admissions,Custody and supervision (open),75.0,Alberta,3768773,0.01990037606403994
528,2011,Youth admissions,Community Portion of Custody Supervision,462.0,Alberta,3768773,0.12258631655448604
529,2011,Youth admissions,Intensive support and supervision,19.0,Alberta,3768773,0.005041428602890118
530,2011,Youth admissions,Deferred custody and supervision,234.0,Alberta,3768773,0.06208917331980462
531,2011,Youth admissions,Supervised probation,1417.0,Alberta,3768773,0.37598443843659457
532,2011,Youth admissions,Other community sentences,1915.0,Alberta,3768773,0.5081229355018199
533,2011,Youth admissions,Pre-trial detention,1026.0,British Columbia,4488508,0.22858375210649062
534,2011,Youth admissions,Provincial director remand,117.0,British Columbia,4488508,0.026066568222669985
535,2011,Youth admissions,Secure custody,110.0,British Columbia,4488508,0.024507029952937593
536,2011,Youth admissions,Custody and supervision (secure),105.0,British Columbia,4488508,0.02339307404598588
537,2011,Youth admissions,Young Offenders Act (YOA) (secure),1.0,British Columbia,4488508,0.00022279118139034173
538,2011,Youth admissions,Open custody,220.0,British Columbia,4488508,0.049014059905875186
539,2011,Youth admissions,Custody and supervision (open),219.0,British Columbia,4488508,0.04879126872448484
540,2011,Youth admissions,Community Portion of Custody Supervision,253.0,British Columbia,4488508,0.056366168891756455
541,2011,Youth admissions,Intensive support and supervision,271.0,British Columbia,4488508,0.060376410156782606
542,2011,Youth admissions,Deferred custody and supervision,212.0,British Columbia,4488508,0.047231730454752444
543,2011,Youth admissions,Supervised probation,978.0,British Columbia,4488508,0.21788977539975424
544,2011,Youth admissions,Other community sentences,2880.0,British Columbia,4488508,0.6416386024041842
545,2012,Youth admissions,Pre-trial detention,4534.0,Ontario,13348263,0.33966966338616494
546,2012,Youth admissions,Secure custody,460.0,Ontario,13348263,0.03446141269467046
547,2012,Youth admissions,Open custody,473.0,Ontario,13348263,0.03543532218386767
548,2012,Youth admissions,Community Portion of Custody Supervision,946.0,Ontario,13348263,0.07087064436773534
549,2012,Youth admissions,Intensive support and supervision,13.0,Ontario,13348263,0.0009739094891972087
550,2012,Youth admissions,Deferred custody and supervision,356.0,Ontario,13348263,0.02667013678109279
551,2012,Youth admissions,Supervised probation,4426.0,Ontario,13348263,0.33157872301437274
552,2012,Youth admissions,Other community sentences,358.0,Ontario,13348263,0.026819969010200055
553,2012,Youth admissions,Pre-trial detention,2391.0,Manitoba,1245692,1.9194150721045011
554,2012,Youth admissions,Provincial director remand,267.0,Manitoba,1245692,0.21433869688494425
555,2012,Youth admissions,Secure custody,163.0,Manitoba,1245692,0.13085096476496597
556,2012,Youth admissions,Open custody,227.0,Manitoba,1245692,0.1822280306849526
557,2012,Youth admissions,Community Portion of Custody Supervision,379.0,Manitoba,1245692,0.30424856224492086
